Name,Team,PlayerId
Victor Munoz,TBR,sa3006381
Nick Hanson,,sa917957
Colin Schmid,,sa3007712
Anderson Bido,COL,sa3004204
Michael McAvene,CHC,sa3011727
Daniel Cruz,,sa3006101
Spencer Mraz,TEX,sa3010574
Jesus E. Sanchez,,sa917897
Diego Granado,OAK,sa3014931
Brendan McGuigan,SEA,sa3011850
Jose Santamaria,,sa3008373
Luis Curvelo,SEA,sa3008169
Edgar Manzo,STL,sa3009638
Hans Crouse,PHI,22192
Denny Roman,PIT,sa3007608
Jack Snyder,TBR,sa3018194
Peyton Glavine,WSN,sa3017533
Carson Carter,BAL,sa3017466
Roy Garcia,STL,sa3002941
Luke Boyd,SDP,sa3016904
Jhonatan Munoz,,sa916947
Miguel Mendez,SDP,sa3015506
Sammy Tavarez,NYM,sa3015079
Erick Julio,,sa828333
Jackson Goddard,ARI,sa3007776
Yaramil Hiraldo,,sa3006562
Cobi Johnson,TOR,sa3006693
Oliver Mateo,PIT,sa3005451
Harry Rutkowski,TOR,sa3017067
Chase Watkins,CHC,sa3017842
Raúl Alcantara,SEA,sa3005696
Thomas Girard,,sa3015011
Marrick Crouse,,sa3011591
Ruben Galindo,SDP,sa3015100
Kyle Gruller,,sa3015387
Kyler Stout,ARI,sa3006769
Yeremin Lara,MIA,sa917804
Jose Albertos,,sa919907
Kasey Ford,HOU,sa3017099
Chase Wallace,KCR,sa3015105
Zach Pettway,CLE,sa3018109
Garrett Leonard,ARI,sa3010141
Manuel Silva,PHI,sa917865
Yasel Santana,,sa3005075
Mark Simon,,sa3004993
Saul Gonzalez,CHC,sa3008360
A.J. Labas,MIN,sa3017638
Jose Marte,LAA,21761
Gustavo J. Rodriguez,STL,sa3008438
Braunny Munoz,CLE,sa3006398
Josh McMinn,ARI,sa3009926
Carlos Meza,ARI,sa3006410
Benjamin Dum,ATL,sa3011795
Robinson Hernandez,COL,sa3005879
Matthew Swain,MIN,sa1170357
Yeury Gervacio,CLE,sa3007468
Orlando Ribalta,WSN,sa3011344
Igor Januario,,sa3006638
Alex Mauricio,NYY,sa3004337
Davis Schwab,,sa3010651
Oscar Rayo,KCR,sa3016749
Matthew McMillan,,sa3017279
Alex Nolan,TOR,sa3010267
Kumar Nambiar,OAK,sa3010666
Luis Barroso,KCR,sa3005697
Yohanse Morel,TEX,sa3005685
Hunter Dula,SFG,sa3017392
Yoilan Quinonez,,sa3004769
Dylan Heid,BAL,sa3019113
Mason Feole,,sa3015056
Braydon Fisher,LAD,sa3007929
Moises Ceja,,sa3004641
Luis Amoroso,COL,sa3005889
Anthony Hoopii-Tuionetoa,TEX,sa3015298
Carlos Alejo,LAD,sa919033
Alfred Morillo,ARI,sa3018870
Tyler Schoff,WSN,sa3017545
Oscar Tovar,,sa873186
Adam Scoggins,,sa3017845
Gabriel Jaramillo,,sa3008559
Everhett Hazelwood,CHW,sa3017197
Fernando Lozano,PHI,sa3008585
Bryan Lucas,BOS,sa3006123
Matt Turner,CLE,sa3005029
Michell Miliano,PIT,sa3005188
Hayes Heinecke,STL,sa3017819
Jacob DeLabio,HOU,sa3017011
Willian Suarez,LAA,sa916841
Carlos Betancourt,PHI,sa3006600
Damon Casetta-Stubbs,,sa3008387
Jesus Valles,CHW,sa3005866
Tommy McCollum,PHI,sa3017204
Carlos Gomez,NYY,sa3006699
Zach Barnes,ARI,sa3017203
Ryan Hennen,BAL,sa3018277
Brendan Hardy,NYM,sa3008290
Ben Wereski,KCR,sa3018234
Sal Biasi,,sa3004091
Nick Lockhart,TEX,sa3011743
Raymells Rosa,COL,sa3002939
Joey Matulovich,MIL,sa3008274
Ty Blach,,14361
Alex Valdez,,sa3005432
Michael Kelly,CLE,12791
Logan Hofmann,PIT,sa3014852
Peyton Plumlee,HOU,sa3011654
Edison Suriel,,sa917807
Andrew Shaps,,sa3008430
Leudeny Pineda,,sa3007998
Walker Brockhouse,HOU,sa3017105
Tyler Mattison,DET,sa3018117
Tom Sutera,PHI,sa3008478
Frankie Scalzo Jr.,CHC,sa3017724
Ben Thompson,,sa3011872
Brannon Jordan,MIL,sa3017814
Layonel Ovalles,NYM,sa3015993
Jeison Pena,MIL,sa3015403
Nelfri Contreras,LAD,sa3002809
Andrew Moore,CIN,sa3016795
Jose Aquino,CHC,sa3011364
Duilio Ochoa,,sa904550
Braidyn Fink,LAD,sa3014862
Anthony Zimmerman,,sa1171993
Christopher Troye,BOS,sa3017530
Brad Deppermann,CHC,sa3011801
Nick Yoder,,sa3010634
Tyler Owens,ATL,sa3011201
Ben Madison,SFG,sa3008173
Walki Lezan,SDP,sa3015979
Abel Adames,,sa917912
Nick Richmond,BAL,sa3011538
Gio Arriera,,sa3004465
Joel Condreay,COL,sa3008102
Hugo Villalobos,CLE,sa3008729
Elvis Jerez,CLE,sa3009469
Niklas Rimmel,MIN,sa3008426
Carlos De Los Santos,LAD,sa3005448
Tyler Garbee,,sa1170086
Joan Valdez,LAD,sa3003013
Nate Tellier,BOS,sa3015288
Miguel Suero,,sa3006066
James Acuna,ATL,sa3014969
Yeremi Ceballos,,sa917883
Jason Reynolds,,sa3010577
Jacob Coats,HOU,sa3018150
Orlando Ortiz-Mayr,LAD,sa3018181
Palmer Wenzel,,sa3018095
Carlos Marcano,DET,sa3015509
Wellington Diaz,,sa3004579
James Marinan,CIN,sa3005121
Riggs Threadgill,WSN,sa3018111
Sergio Morillo,CLE,sa3005196
Oliver Roque,CHC,sa3015465
Christian Vann,,sa3007812
Enrique Santana,NYY,sa3007496
Luigi Hernandez,PIT,sa3016022
Heribert Garcia,,sa3006408
Marlon Perez,WSN,sa3018235
Aaron Holiday,SDP,sa3017937
Evan Brabrand,,sa3010576
Kelvin Caceres,LAA,sa3005876
Edward Urena,WSN,sa3015161
Maceo Campbell,BOS,sa3016797
Trey Benton,CLE,sa3015034
Jonas De La Cruz,,sa3002680
Nate Peden,,sa3005017
Chih-Ting Wang,,sa3007602
Jason Ruffcorn,PHI,sa3017193
Audry Lugo,,sa3008710
Tyler Alexander,DET,17735
Peyton Williams,ATL,sa3010813
Andricson Salvador,CHC,sa3010266
Chad Sykes,LAA,sa1169870
Angello Infante,,sa916705
Sam Kessler,,sa3010650
Carlos Lomeli,PIT,sa3018108
Wilkin Ramos,NYM,sa3006487
Tyler Ras,COL,sa3017718
Brett Lockwood,CIN,sa3015041
Alex Martinez,LAA,sa3015284
Nathanael Heredia,STL,sa3009986
Alberto Mota,TEX,sa3016712
Brailin Gonzalez,,sa3005442
Daniel Zamora,,17811
Nelson L. Alvarez,TBR,sa3010783
Nick Snyder,,sa3011528
Bryce Tucker,,sa1119388
John LaRossa,,sa3014933
Jack Little,LAD,sa1115817
Junior Mieses,ARI,sa3005258
Christian Tripp,,sa3007610
Daniel Procopio,,sa738270
Hector Figueroa,,sa873724
Joe DeMers,,sa3008597
Leoni De La Cruz,MIL,sa3016070
Tyler Thornton,CLE,sa3018229
Cristhian Tortosa,DET,sa920454
Soenni Martinez,,sa3009605
Jose Rodulfo,CHW,sa3002961
Rickey Ramirez,BAL,sa3004644
Trevor Tietz,MIL,sa3017897
Johan Montero,PIT,sa3009488
Cole Duensing,LAD,sa918090
Barbaro Pinero,,sa3016221
Adrian Rodriguez,TEX,sa3015385
Gabriel Noguera,,sa3002914
Daniel Martinez,,sa3007734
Jared Wetherbee,PHI,sa3017421
Yoniel Ramirez,PHI,sa3008131
Konnor Ash,PHI,sa3017503
Luis Carrasco,OAK,sa1172127
Hazahel Quijada,SDP,sa3007586
Bobby Ay,ARI,sa3011535
Leonard Garcia,LAA,sa3015156
Wandi Montout,,sa3011422
Jose Diaz,DET,sa3005709
Andrew Marrero,STL,sa3016941
Cam Wynne,PHI,sa3017492
Danny Cody,,sa3010662
Yordy Richard,STL,sa3009755
Bowen Plagge,CHW,sa3018237
Osiel Rodriguez,NYY,sa3009991
Miguel Guerrero,MIL,sa3014872
Erick Rodriguez,DET,sa3015155
Alex Garbrick,PHI,sa3017465
Rafael Monsion,,sa3003096
Kolby Kubichek,NYM,sa3017271
Enmanuel Solano,,sa921578
Marc Davis,WSN,sa3017722
Felix Ramires,COL,sa3005828
Luis Tena,,sa3005863
Wilgenis Alvarado,,sa3008708
Yunior Thibo,PIT,sa3015217
Over Galue,TBR,sa3008533
Freicer Perez,,sa873207
Teodoro Ortega,TEX,sa3006486
Adrian Del Moral,,sa3006816
Francis Rivera,COL,sa3009217
Danny Denz,SDP,sa3015368
Esmerlin Vinicio,SFG,sa3014708
Jackson Hicks,MIN,sa3017280
Brendan Bell,PHI,sa3011236
Sean Mullen,TBR,sa3017843
Zach Cable,CHW,sa3016935
Keegan McCarville,,sa1119731
Garrett Lawson,,sa3014785
Hendry Nunez,DET,sa3006585
Blake Seigler,LAA,sa3017899
Alexuan Vega,SDP,sa3008334
Ben Miller,SDP,sa3017208
Shane Gustafson,,sa3019610
Alberto Sojo,,sa3009466
Maycold Leon,MIA,sa3008693
Xavier Javier,,sa872871
Charlie Cerny,OAK,sa3007230
Jake Stevenson,,sa1169857
Luis De La Rosa,BOS,sa3009778
Euri Montero,MIA,sa3015989
Malcolm Van Buren,ATL,sa918752
Jose Corniell,TEX,sa3015213
Raimon Gomez,NYM,sa3017645
Hugo Beltran,BAL,sa3006354
Jacob Schlesener,,sa875595
Angel Hernandez,CHC,sa3015363
Daury Cabrera,KCR,sa3005706
Julio Rodriguez,SFG,sa3007992
Jose Miguel Gonzalez,,sa3003139
Tomás Alastre,,sa873529
Luis Moreno,SFG,sa3002928
Justin Crump,,sa3014974
Yoelvis Reyes,,sa3006542
Jake Sweeney,PIT,sa3011134
Juan Mateo,,sa3015279
Levi Prater,STL,sa3014861
Connor Sechler,,sa3015145
Wander Arias,KCR,sa3011440
Dayan Reinoso,LAA,sa3017900
Pedro González,WSN,sa3002617
Tomas Reyes,CLE,sa3008445
Miguel Alfonseca,NYM,sa3009753
Michael Valera,BOS,sa3011862
Florencio Serrano,TEX,sa3010124
Wilkelma Castillo,SFG,sa3008487
Haydn King,,sa3015099
Jared Pettitte,,sa3017459
A.J. Franklin,,sa3011419
Mason Cole,,sa3015274
Steffon Moore,,sa3007857
Yamil Castillo,LAD,sa3008549
Matthew Peguero,TBR,sa3003164
Junior William,TBR,sa3016072
Sam Romero,,sa3010302
Cole Bellair,MIN,sa3015313
Drake Nightengale,,sa3015039
Miguel Gil,ARI,sa3015329
Bryan Peña,,sa3006483
Yerry Landinez,SDP,sa3007036
Nathanael Perez Gonzalez,TOR,sa3017137
Darvin Garcia,PIT,sa3011716
Luis Mey,CIN,sa3010130
Juan Geraldo,MIL,sa3005885
Frainger Aranguren,CIN,sa3003132
Jose Romero,CHC,sa3015483
Austin Faith,NYM,sa3014803
Reyson Santos,,sa3008266
Frander Veras,CHW,sa3008723
Brady Schanuel,,sa918871
Dawel Rodriguez,,sa3011894
Jake Zebron,,sa3007250
Homer Cruz,,sa3009499
Maikel Garrido,PHI,sa3008540
Taylor Bloye,,sa3016265
Sebastian Rodriguez,,sa3016232
Jean Carlos Lucas,,sa3005431
Karlo Seijas,WSN,sa3006369
Ludwin Jimenez,STL,sa3005856
Ryan Anderson,NYY,sa1172845
Luis Talavera,BOS,sa3009212
Christopher Soriano,PHI,sa3009514
Juan Mendez,MIN,sa3015336
Julio Frias,,sa873218
Manuel Rodríguez,,20794
Jose Moreno,STL,sa3003113
Harrison Beethe,KCR,sa3017721
Peyton Long,,sa3010318
Jonathan Stiever,CHW,24584
Sam Keating,,sa3005025
Gabe Emmett,LAD,sa3017938
Luis Florentino,,sa3009495
Adisyn Coffey,CHW,sa3014738
Leonardo Rodriguez,,sa3003058
Michael Martinez,LAD,sa3006415
Jacob Forrester,,sa3010319
Jakob Brustoski,MIL,sa3018144
Jose Geraldo,SEA,sa3016295
Osvanni Gutierrez,LAD,sa3009730
Kenny Wells,,sa3011343
Tanner Jesson-Dalton,,sa1170121
Carson Spiers,CIN,sa3014863
Joshua Javier,TEX,sa917392
Leif Strom,NYY,sa3007220
Leonel Aponte,,sa917879
Sergio Sanchez,COL,sa3009735
Shane Connolly,,sa3017320
Daritzon Feliz,CLE,sa3002813
Octavio Becerra,LAD,sa3008303
Kellen Rholl,,sa3007258
Jhan Zambrano,LAD,sa3009472
Jose Peralta,CIN,sa3006357
Francisco Jimenez,DET,sa3006517
Horacio Andujar,LAD,sa3010370
Alex Roth,,sa3011220
Zach Kohn,,sa1115756
Yaqui Rivera,BAL,sa3015504
Jose Garcia,,sa3002804
Cristian Sierra,,sa3009859
John Wilson,MIN,sa3015116
Edward Baram,,sa3010664
Neraldo Catalina,TBR,sa1172730
Rigo Fernandez,,sa3007257
Liam Jenkins,CHW,sa3007458
Natanael Polanco,MIA,sa3016715
Jhosua Alcantara,,sa917060
Leam Mendez,NYY,sa3019432
Martin Santana,LAD,sa3006402
Wyatt Mills,BOS,20010
Liam McCall,,sa3005018
Dario Peralta,KCR,sa3008390
Brian Moran,ATL,9646
Joel Ibarra,LAD,sa3009326
Miguel Padilla,,sa3009740
Joshua Cornielly,NYM,sa3005890
Roque Gutierrez,LAD,sa3015440
Aaron Cohn,OAK,sa3017210
Marlin Willis,KCR,sa3005116
Ted Stuka,DET,sa3011238
Justin Miller,,sa918239
Zach Logue,,20231
Keiner Leon,TOR,sa3016279
Brandon Jenkins,,sa3014855
Juan Burgos,SEA,sa3009272
Daniel Nunan,,sa3011529
Omar Sanchez,STL,sa3015162
Erick Pinales,DET,sa3007963
Johnathan Lavallee,MIN,sa3017993
Jhonny Valdez,,sa917393
Bryce McGowan,COL,sa3017786
Ian Foggo,HOU,sa3017611
Estarlin Rodriguez,ATL,sa3004871
Anthony Escobar,,sa3005691
Luis Tejeda,ARI,sa3016589
Jace Beck,NYM,sa3011811
Juan Pichardo,MIN,sa3008727
Robin Vazquez,,sa3008265
Parker Brahms,,sa3015074
Osvaldo De La Rosa,BOS,sa3005460
Luis Ortiz,,sa3005872
Kelvin Bautista,LAD,sa3006491
Miguel Vinicio,CLE,sa3008164
Wilber Perez,CHW,sa3005219
Josias De Los Santos,SEA,sa3006508
Harrison Francis,,sa3005295
Cole Milam,,sa3014930
Darling Florentino,ATL,sa3006901
Matt Sparling,,sa3017658
Jack DeGroat,CLE,sa3018790
Michele Vassalotti,MIL,sa3004802
Jiorgeny Casimiri,TOR,sa3011736
Anthony Maldonado,MIA,sa1169893
Andy Santana,DET,sa3002957
Alexis Cedano,,sa3006641
Chad Bryant,ATL,sa3011133
Brock Begue,,sa3010320
Marcus Evey,,sa3006987
Corey Stone,,sa3010562
Kai Wynyard,TEX,sa3015311
Junior Montero,,sa3008701
Tyler Adams,,sa1170483
Angel Cuenca,STL,sa3006414
Alberto Gonzalez,,sa3007239
Jorge Labrador,,sa916839
Will Guay,,sa3010629
Jean Marcelino,,sa3008695
Carlos Hiraldo,,sa3015159
Kelvin LaRoche,BAL,sa3010795
Robbie Peto,LAD,sa3014848
Natanael Garabitos,SEA,sa3011099
Yeancarlos Lleras,,sa3007904
Dylan MacLean,TEX,sa3014508
Juan De Paula,,sa873153
Kenlly Montas,NYY,sa917471
Adenys Bautista,,sa3007905
Ben Keizer,,sa3014970
Clark Cota,,sa3006802
Yomil Maysonet,CIN,sa3007476
Alex McKenney,PHI,sa3017209
Gregori Montano,CHC,sa3011464
Anthony Mendez,CHC,sa3015992
Stiward Aquino,LAA,sa3002911
Gabriel Hernandez,LAA,sa3015147
Ever Moya,COL,sa917836
John McMillon,KCR,sa3015344
Kelvin Perez,TOR,sa3015154
Blake Loubier,BOS,sa3011730
Samuel Valerio,KCR,sa3009220
Heisell Baro,LAD,sa3009225
Sandy Gaston,TBR,sa3011136
Eric Mendez,ARI,sa3005433
Yovanny Cabrera,CHC,sa3009640
Elison Joseph,ATL,sa3015306
Cole Aker,,sa3007462
Elixon Caballero,,sa3002973
Jake Gozzo,CIN,sa3014979
Zaquiel Puentes,MIN,sa3006351
Malik Binns,PHI,sa3017987
Jean Reyes,MIA,sa3017136
Jack Hartman,TBR,sa3018250
Preston Price,BAL,sa3017463
Jackson Leath,TEX,sa3018239
Jefferson Herrera,TOR,sa3015095
Gabriel Rodriguez,COL,sa3007219
Enmanuel Acosta,ARI,sa3010325
Samuel Vasquez,CLE,sa3005849
Danny Watson,NYY,sa3017952
Ian Koch,,sa3008518
Jose Almonte,,sa737055
Christian Edwards,CHW,sa3017691
Angel Vargas,BAL,sa3011855
Juan Rivera,,sa3009528
Matt Stil,KCR,sa1170297
Carson King,,sa3015060
Ryan Troutman,,sa1170406
Felix Cepeda,BOS,sa3005445
Eduard Monroy,BAL,sa3011243
Whit Drennan,,sa1170576
Zach Seipel,ATL,sa3007783
Juan Manuel Abril,CIN,sa3002921
Arturo Roque,ARI,sa3011049
Jose Cedeno,WSN,sa3008682
Jimmy Lewis,LAD,sa3014533
Dallas Woolfolk,OAK,sa3007771
Joel Benitez,BAL,sa3008733
Hector Lopez,BAL,sa3010803
Madison Jeffrey,,sa3018206
Francisco Justo,,sa3007907
Randy Beriguete,BAL,sa3016199
Osiris Santana,KCR,sa3009738
Aneudy Cortorreal,TBR,sa3009242
Génesis Cabrera,STL,17490
Elvis Contreras,,sa3016454
Kolton Ingram,LAA,sa3011149
Rael Santos,ARI,sa3006635
Tyson Messer,CHW,sa3010114
Alejandro Mendez,BAL,sa3011785
Angel Gonzalez,CHC,sa3015160
Christian Romero,LAD,sa3016260
Edwin Nunez,STL,sa3014813
Jhonny Felix,BOS,sa3017641
Fabricio Reina,,sa3003143
Rafael Martinez,,sa3008554
Gerardo Abrego,NYY,sa3016741
Kevin Garcia,COL,sa3006516
Reny Artiles,CLE,sa3008716
Nestor Lorant,CIN,sa3011640
Jonny Cuevas,TBR,sa3017931
Antwone Kelly,PIT,sa3015489
Enrique Saldana,,sa917066
Manuel De La Rosa,TBR,sa3015950
Justin Yeager,MIL,sa3010825
Miguel Vargas,NYY,sa3009487
Victor Pena,KCR,sa3017015
Andres Ortuno,,sa3009211
Rafael Camacho,,sa3009244
David Sanchez,,sa917183
Franklin Marquez,WSN,sa3015305
Luis Almonte,CLE,sa3009525
Francis Hernandez,BOS,sa3016223
Jesus Valdez,TEX,sa3015474
Welinton Herrera,COL,sa3016061
Jean Herrera,ARI,sa3015422
Andres Diaz,KCR,sa3006159
Ruben Castillo,NYY,sa3015455
Henry Gomez,STL,sa3009993
Kamron Fields,TBR,sa3017919
Jan Pena,NYY,sa3016236
Royman Blanco,BOS,sa3008580
Steven Sanchez,SEA,sa3016595
Simon Pacheco,BOS,sa3016222
Jaison Brete,DET,sa3016771
Eury Rosado,TEX,sa3016489
Austin Warren,,24937
Giussepe Velasquez,PHI,sa3016463
Wilker Reyes,MIN,sa3009477
Luis Paulino,TEX,sa3005846
Franyelson Rodriguez,OAK,sa3015456
Adrian Ogando,WSN,sa3017617
Julio Bonilla,MIN,sa3011372
Adrian Pena,LAA,sa3016580
Junior Cerda,ARI,sa3016234
Tyler Baum,OAK,sa1054042
Elvis Novas,KCR,sa3016816
Miguel Cordones,CLE,sa3009493
Skylar Szynski,,sa917964
Steven Perez,CLE,sa3008362
Andre Sanchez,LAA,sa3018297
Wilker Palma,TEX,sa3017007
Tyler Duffey,,13758
Lesther Medrano,LAD,sa3016470
Jeremy Peguero,NYM,sa3015429
Wuardo Fernandez,COL,sa3006521
Cleiber Maldonado,MIN,sa3016846
Rafael Tua,,sa3008692
Alan Perdomo,COL,sa3006399
Luis Garcia,CLE,sa3015468
Donys Garcia,NYY,sa3015941
Yariel Moreno,SDP,sa3016036
Sandi Charle,LAA,sa3015330
Justus Sheffield,,17285
Jesus Luna,LAD,sa3015925
Argenis Perez,SFG,sa3016213
Wander De La Rosa,,sa3015453
Carson Coleman,NYY,sa3014857
Starlin Santos,,sa3016490
Estarlin Escalante,NYM,sa3018906
Edgar Zuniga,PHI,sa3016744
Augusto Calderon,STL,sa3006406
Carlos Martinez,LAD,sa3015423
Emerson Talavera,CHW,sa3016005
Douglas Mijares,,sa3011817
Luis Lopez,MIA,sa3009714
Jacob Barnes,,12323
Emmanuel Marcano,,sa3016464
Eris Rodriguez,BAL,sa3017859
Railin Perez,BOS,sa3009622
Oriel Castro,CHW,sa3008264
Kevin Rodriguez,WSN,sa3008683
Alejandro Cervantes,STL,sa3015946
Ignacio Briceno,DET,sa3015459
Darwin Cruz,TOR,sa3015978
Julio Ayola,,sa3009612
Jose Viola,TEX,sa3011641
Justin Martinez,ARI,sa3005864
Juan Abreu,WSN,sa3017200
Odue Civada,,sa3009203
Anderson Azor,SFG,sa3016016
Abel Moya,CHC,sa3007603
Harif Frias,BAL,sa3010251
Joaquin Tejada,PIT,sa3016207
Miguelangel Boadas,MIN,sa3015427
Edwin Zamudio,TBR,sa3015951
Jose Felipe Torres,TEX,sa3018849
Fran Castro,LAD,sa3010675
Carlos Rosario,NYY,sa3016233
Luis Acosta,SDP,sa3016280
Cristian Acosta,,sa3006144
Luis Viloria,LAA,sa3015495
Luis Nunez,LAA,sa3009715
Jorge Gonzalez,LAD,sa3009504
Bryan Magdaleno,TEX,sa3016478
Jose Mendoza,CHW,sa3018316
Anthony Perez,MIL,sa3016623
Jesus Querales,PHI,sa3015943
Stanley Encarnacion,,sa3011868
Emmanuel Duran,LAA,sa3005837
Franklin Corniel,NYY,sa3016481
Yacksel Ríos,,15007
Yohan Crispin,CHC,sa3015482
Michael Francisco,WSN,sa3011598
Eiker Huizi,DET,sa3007842
Andri Tavarez,TBR,sa3016588
Gleiber Morales,CHC,sa3015991
Aneudis George,COL,sa3016514
Felix Polanco,CLE,sa3008709
Jhonny Gomez,KCR,sa3016268
Patricio Ress,PIT,sa3016206
Jose Gonzalez,OAK,sa3009473
Nick Margevicius,SEA,20395
Albert Breton,CLE,sa3009995
Tyler Statler,COL,sa3011537
Saul Garcia,NYM,sa3017106
Enoli Paredes,HOU,20447
Jose Rivas,DET,sa3009250
Luis R. Reyes,CHC,sa3015507
Francisco Lucumi,TOR,sa3015460
Scarlyn Lebron,CHC,sa3016277
Alejandro Gomez,NYY,sa3017618
Daniel Figueroa,CLE,sa3007900
Daniel Gonzalez,CHW,sa3015957
Mario Doble,,sa3009752
Adauri Vicente,CLE,sa3008473
Miguel Diaz,PIT,sa3006972
Michael Perdomo,,sa3015939
Enmanuel Pio,COL,sa3008490
Jesus Cruz,DET,sa3008699
Jorge Ferrer,CHW,sa3005708
Pedro Rodriguez,NYY,sa3015962
Nolberto Henriquez,NYY,sa3011137
Ronny Chalas,DET,sa3015970
Chase Anderson,,6895
Americo Lugo,,sa3011499
Victor Villanueva,STL,sa3008137
Robert Cruz,CLE,sa3006390
Marlon Franco,SFG,sa3016242
Brayner Sanchez,BAL,sa3011366
Jefferson Lopez,CIN,sa3010375
Miguel Martinez,STL,sa3015445
Adrian Luna,SDP,sa3015436
Jose Rojas,MIA,sa3015473
Adam Scott,CLE,sa3006826
Adolfo Bauza,,sa3006384
Francisco Crispin,BAL,sa3016200
Saul Alcala,PHI,sa3011880
Wilny Moron,COL,sa3011375
Humberto Jimenez,,sa3016507
Kevin Ribon,NYM,sa3015430
Pavel Duarte,SFG,sa3016014
Luis Villar,,sa3006496
Luis Gutierrez,SDP,sa3016469
Gregory Baez,MIL,sa3016617
Luis Faringthon,PIT,sa3015944
Victor Fransua,TBR,sa3016488
Edwin Rodriguez,KCR,sa3016058
Dianye Florentino,TEX,sa3016252
Yonathan Ochoa,SFG,sa3016250
Edgar Castro,TOR,sa3008717
Jesus Clode,PIT,sa3015491
Anthony Martinez,,sa3016239
Stiwar Adames,,sa3015980
Dailoui Abad,LAD,sa3016027
Jogly Garcia,BOS,sa3017898
Eliecer Romero,PIT,sa3015945
Luis Baldiris,MIA,sa3016814
Isaac Rudecindo,COL,sa3011377
Jose Garces,PIT,sa3015490
Jonaiker Palacios,NYM,sa3015428
Orlando Barrios,TBR,sa3009598
Jose Andujar,HOU,sa3016007
Felix Cabrera,LAD,sa3016496
Carlos Lopez,SFG,sa3015987
Bruno Lopez,STL,sa3015999
Nelson Cuevas,MIL,sa3009526
Bienvenido Polanco,CLE,sa3015969
Raimund Uzcategui,,sa3016237
Jordany Vasquez,BAL,sa3008728
Randel Clemente,STL,sa3016003
Jason Bonilla,SFG,sa3009723
Dahan Batista,CLE,sa3009261
Diego Linares,PHI,sa3016844
Jesus Jimenez,ARI,sa3016266
Welington Quintero,CHC,sa3016047
Irving Medina,,sa3015419
Dikember Sanchez,MIL,sa3016033
Yorvi Pirela,ATL,sa3019163
Samuel Dario,MIL,sa3015388
Henry Nunez,BOS,sa3015371
Alex Claudio,,12890
Luis Diaz,ARI,sa3015146
Luis Rodriguez,NYM,sa3016064
Stiven Almanzar,MIA,sa3015351
Omar Yanez,STL,sa3015977
Elian Almanzar,CHC,sa3011678
Pedro Santillan,LAD,sa3015493
Jose Estrada,,sa3017101
Carlos Hinestroza,CHW,sa3015503
Luis Yepez,SFG,sa3015442
Junior Castillo,MIL,sa3016522
Felipito Santos,CLE,sa3010805
Luis C Gonzalez,PIT,sa3016499
Giovahniey German,,sa3007843
Adrian Rodriguez,CLE,sa3011577
Franyer Duarte,MIA,sa3017318
Cristian Rojas,CHC,sa3015505
Yon Landaeta,MIN,sa3016238
Victor Basora,ARI,sa3016219
Anyelo Ovando,SEA,sa3015996
Abraham Calzadilla,ARI,sa3011808
Samuel Mejia,TBR,sa3016475
Jemir Leal,KCR,sa3016202
Raul Mendoza,,sa3011804
Pedro Figueroa,BAL,sa3016293
Fraudy Maldonado,MIL,sa3015400
Osvaldo Bido,PIT,sa3003138
Yonaiker Garcia,CLE,sa3008437
Danny Moreno,MIN,sa3006615
Martin Herrera,DET,sa3007725
Carlos Reyes,,sa3009464
Daniel Cordero,,sa3016002
Sebastian Perrone,NYY,sa3017038
Daniel Jean,ARI,sa3016039
Juan Soto,HOU,sa3016025
Reinier Parra,SDP,sa3015401
Phili Silverio,MIL,sa3015389
Yoerison Cepeda,,sa3017953
Johan Figuereo,HOU,sa3016525
Christopher Vasquez,NYM,sa3015218
Bryan Perez,HOU,sa3017014
Joshua Paulina,,sa3015287
Marc Civit,TOR,sa3009476
Jose Chavez,MIL,sa3016815
J.P. Feyereisen,LAD,16610
Hamlet Vasquez,,sa3016851
Tomy Sanchez,CHC,sa3016292
Francisco Benitez,,sa3006071
Johangel Ramirez,HOU,sa3009587
Guillermo Villasmil,TOR,sa3015215
Adrian Almonte,TBR,sa3016291
Henry Morales,,sa3011691
Jose Gonzalez,SFG,sa3016249
Jerald Cabrera,COL,sa3006388
Jason Bilous,CHW,sa875998
Hagen Danner,TOR,sa3004501
Brayan Ramirez,,sa3011439
Leury Gomez,CHC,sa3016224
Jhonny Jimenez,LAD,sa3016506
Wilkin Valdez,PIT,sa3009630
Michael Vilchez,LAD,sa3016605
Jose Alcila,,sa3016479
Frandy Cuevas,KCR,sa3009777
T.J. McFarland,NYM,3237
Jose Peraza,,sa3009594
Erick Bello,CHW,sa3015150
Brian Sierra,,sa3016042
Rafael Mendez,PIT,sa3015435
Fray Morelo,MIL,sa3009815
Jean Lopez,TOR,sa3015449
Roelmy Garcia,PIT,sa3015434
Wilfri Figuereo,,sa3011586
Janer Feliciano,COL,sa3008698
Sean Doolittle,WSN,1581
Luis Bellorin,,sa3015958
Ronni Montero,,sa3009789
Leandro Castillo,SFG,sa3016709
Jayson Schroeder,,sa3008356
Willy De Paula,OAK,sa3011842
Luis Brito,PIT,sa3016597
Brent Honeywell Jr.,SDP,16466
Yonfi Rodriguez,BOS,sa3017693
Robin De Jesus,TOR,sa3016261
Waldin Rodriguez,MIL,sa3016773
Chris Murphy,BOS,sa3011431
Cesar Soto,BOS,sa3015955
Jan Caraballo,SFG,sa3015485
Omar Hernandez,BAL,sa3016060
